"subject","trial","SCR_delta","SCL_delta","RR_delta","IBI_delta","RSA_delta","MAP_delta","LVET_delta","CO_delta","PEP_delta","TPR_delta"
"sub-262",3," 0.6922365"," 1.592934146","-1.457846298"," 0.15718177"," 1.38179548","-0.18734831","-0.71641403","-1.05580039"," 1.778139116"," 1.142510860"
"sub-262",4,"-0.72663334"," 2.51132442"," 0.91822481"," 0.4276016"," 0.08280737","-0.49414050","-0.79390210","-1.21182145"," 1.48630317"," 1.35798662"
"sub-264",1," 0.21927988","-1.41059140"," 0.9483775418"," 0.67624535","-0.20501023","-0.51737533","-0.16108284","-0.046626030","-0.337671501"," 0.27590198"
"sub-264",2,"-0.41132893","-0.79472920","-0.71833264"," 0.585521133"," 0.073765666","-0.11849747","-0.49686449"," 0.15402523","-0.240392852"," 0.31146778"
"sub-264",3,"-0.7266333","-0.599320032","-0.329567176"," 1.17827357"," 0.39600007","-0.54257490"," 0.32967496","-0.57455184","-0.240392852"," 0.348704116"
"sub-264",4," 0.06162768","-0.39374391"," 0.30166352"," 1.0447194"," 0.07354091","-0.50092502"," 0.12304010","-0.80496736"," 0.34327904"," 0.39191698"
"sub-266",1,"-0.64780724","-0.51614268","-0.3144514486"," 0.73610474"," 0.67088958","-0.43605530","-0.03839339","-0.745844333"," 0.002803771"," 0.30781907"
"sub-266",2,"-0.64780724","-0.53026206"," 0.91967419"," 0.919511140"," 0.442225591","-0.93988750"," 0.21990019","-0.92625387"," 0.294639718"," 0.24481637"
"sub-266",3,"-0.9631116","-0.569567585","-0.017891937"," 1.12981723"," 0.70979594","-0.24071222"," 0.06492404","-1.11042372"," 0.781032963"," 0.692927706"
"sub-266",4,"-0.33250283","-0.62102469"," 0.23667223"," 0.8009333"," 0.05556777"," 0.46019878"," 0.01326533","-0.96002112"," 0.58647566"," 0.83763018"
"sub-267",1," 0.29810599"," 2.79773798","-0.9095718712"," 0.45108143"," 0.13284792"," 0.62511904"," 1.63405752"," 1.924358333","-0.969982720"," 0.04413369"
"sub-267",2," 0.29810599"," 0.79156694"," 0.04157327"," 0.301175837","-0.868385720"," 0.26320038"," 0.29093092"," 0.83155539"," 0.391918367"," 0.16864894"
"sub-267",3,"-0.3325028","-0.584521595"," 2.011645759"," 0.23532346"," 0.27962578"," 0.41035412"," 0.03263735"," 0.27995190"," 0.391918367"," 0.308915912"
"sub-267",4,"-0.64780724","-1.59041165"," 1.02975568"," 0.0728839","-0.61829823","-0.33784646"," 0.65254193"," 1.54355203","-0.19175353","-0.06408418"
"sub-268",1,"-0.25367673","-0.59311810","-0.4211983733"," 0.40151043"," 0.69342618"," 0.40942850"," 0.67191395"," 0.139270143"," 0.562156003"," 0.11422707"
"sub-268",2," 0.69223650","-0.60521922"," 0.20139718"," 0.194721988","-0.213066430"," 0.74667682"," 0.10366808","-0.42512150"," 0.367598704"," 0.53358842"
"sub-268",3,"-0.5689811","-0.523891943"," 1.816808038"," 0.52677898","-0.27448474","-0.15055995"," 0.25864423","-0.24863264"," 0.464877354"," 0.170245292"
"sub-268",4,"-0.72663334","-0.50162386","-0.45095832"," 0.8669213"," 0.37373237","-0.66851002","-0.33543100","-0.66535083"," 0.65943465"," 0.18983283"
"sub-269",1," 0.69223650"," 1.41877553"," 2.1002697933"," 0.23484007","-1.55197897"," 0.62309455","-0.13525348","-0.584784370"," 0.416238029"," 0.58410355"
"sub-269",2," 0.69223650"," 2.09246075"," 0.39855137"," 0.342871132","-0.941388183"," 0.70224339","-0.05776541","-0.61492828"," 0.610795327"," 0.61392716"
"sub-269",3," 0.3769321","-0.503242668"," 1.602509461"," 0.64601082","-0.80797642"," 0.54071863"," 0.09721074","-0.41468509"," 0.610795327"," 0.517998045"
"sub-269",4,"-0.72663334","-0.97200770"," 1.31237472"," 0.8413591","-1.06600381"," 0.23930794","-0.05776541","-0.81724377"," 1.09718857"," 0.56036866"
"sub-271",1," 1.32284531","-0.02776063","-0.8485609326"," 0.33886569","-1.38623402"," 0.55124190"," 0.93666486"," 0.556337189","-0.361991163"," 0.16504685"
"sub-271",2," 0.37693209"," 0.70537062","-1.06781727","-0.389644610","-2.016447273"," 0.67158033"," 0.23927221"," 1.03155520","-0.751105759"," 0.06432780"
"sub-271",3," 0.6922365"," 1.252309409","-1.133429983"," 0.24257743","-0.37583283"," 0.58477213"," 0.34258964"," 1.32127681"," 0.124402082","-0.008357889"
"sub-271",4,"-0.09602452","-0.02042764"," 0.17817269"," 0.3124365","-0.13509312"," 0.05385823","-0.04485073"," 0.23028256","-0.36199116"," 0.15351834"
"sub-272",1,"-0.64780724"," 0.87255785","-0.1280316144"," 0.55277307"," 1.60504767"," 0.77373514","-0.04485073","-0.601673143"," 0.708073976"," 0.69023679"
"sub-272",2,"-0.33250283"," 1.04902905","-0.17158911"," 0.178939166"," 1.060041262"," 0.20422660","-0.09650944","-0.71603435"," 0.416238029"," 0.56618514"
"sub-272",3," 0.9287148"," 0.112709940"," 1.461419159"," 0.10045379"," 0.33194481","-0.09061895"," 0.18761349","-0.55996358"," 0.708073976"," 0.235790037"
"sub-272",4," 0.29810599"," 0.70696841"," 1.02282664"," 0.7252593"," 1.72528494","-0.42616408","-0.01902137","-0.68210825"," 0.80535263"," 0.21701328"
"sub-274",1,"-0.72663334","-3.01459059"," 0.1699044790"," 1.19997225"," 0.74850886","-1.12505903"," 0.64608459"," 0.005646201"," 0.732393638","-1.35303192"
"sub-274",2,"-0.41132893","-1.13945141","-0.24478529"," 0.393852647"," 0.068456695","-1.32153076","-0.18045485"," 0.51662208","-0.532228799","-1.93202997"
"sub-274",3,"-1.6725466"," 1.569291126","-0.439334454"," 0.66449714"," 0.06544706",NA,"-0.54206586"," 0.51432564"," 0.246000393",NA
"sub-274",4," 0.69223650"," 1.46661239","-1.18532970"," 1.1263768"," 0.87988228"," 2.06927184","-0.18045485"," 1.08784700","-0.24039285","-1.17514921"
"sub-275",1," 1.32284531","-1.12290382","-0.9671441334","-1.50476315"," 0.69725752"," 1.15773919","-2.77630530","-1.724989248"," 1.461983506"," 1.04459302"
"sub-275",2," 0.37693209","-0.15741251","-1.78284276","-1.122132295"," 0.735456435","-0.05755686","-0.94242091","-0.15155713","-0.094474878"," 0.34132483"
"sub-275",3," 0.3769321","-0.157849802"," 0.929795395","-1.30040445","-0.26417919","-0.17778473","-0.50332183","-0.05814022"," 0.781032963"," 0.307183132"
"sub-275",4,"-0.09602452","-0.14896107","-0.29106034","-0.6187043","-0.12780363","-0.19424636","-0.81327412","-1.27926956"," 0.68375431"," 0.56501181"
"sub-276",1,"-1.04193775","-0.66770735"," 0.4083469677"," 1.81784953"," 2.69366068","-0.48251541"," 0.55568184","-0.490080617","-0.264712514","-0.65908858"
"sub-276",2,"-1.04193775","-0.47703268","-0.61117476"," 2.020204669"," 1.965309768","-0.42045551"," 0.86563413","-0.33787324","-0.070155216","-1.01298834"
"sub-276",3,"-1.0419377","-0.648315283"," 0.005501347"," 1.87046076"," 2.08703686","-0.16081487"," 0.21990019","-0.34331974","-0.653827110","-0.831116727"
"sub-276",4,"-0.56898114","-0.70441437","-1.08859667"," 2.1980670"," 1.57417065","-0.32048504"," 1.07226899","-0.32253533"," 0.22168073","-0.98431700"
"sub-278",1,"-0.80545944","-0.56575813"," 0.1642324016"," 1.17866189","-0.49829651","-0.38342092"," 0.79460340","-0.318186135","-0.653827110","-0.37273383"
"sub-278",2,"-0.80545944","-0.56582540","-0.01214054"," 0.682140883"," 0.093431136","-0.42795020"," 0.22635753","-0.15352751","-0.751105759","-0.56219868"
"sub-278",3,"-0.8054594","-0.566582249","-0.621947366"," 0.88196702"," 0.74380029","-0.71472897"," 0.40716303","-0.40636635","-0.167433865","-0.314326079"
"sub-278",4,"-0.80545944","-0.56515265"," 0.67989571"," 0.8047125"," 0.42225736","-0.60115956"," 0.79460340"," 0.06456307","-0.65382711","-0.92555381"
"sub-279",1," 1.00754090","-0.58545294","-0.0009305402","-2.00452293","-0.07623613","-1.96861953"," 0.10366808"," 1.499451320","-1.042941707","-0.15175795"
"sub-279",2,"-0.88428555"," 0.34463481"," 0.74332451","-1.864578669","-1.019272397","-0.36565746"," 0.28447358"," 1.33761799","-0.945663058"," 0.09992381"
"sub-279",3," 0.6922365"," 1.498563891"," 0.785092422","-2.75822531","-1.09831946"," 0.21552764","-0.12879614"," 1.01067472","-1.140220356"," 0.226784581"
"sub-279",4,"-0.41132893"," 1.92565195"," 1.11419393","-3.4933330","-2.46129338"," 0.43255634","-0.49040715"," 0.24399410","-1.14022036"," 0.37400423"
"sub-281",1," 0.53458429"," 1.45694368"," 0.3652141260"," 1.18524972","-0.01538178"," 0.39032767"," 0.30384560","-1.105345321"," 1.340385195"," 0.90840461"
"sub-281",2," 2.11110633"," 0.79506525"," 0.51187157","-0.787707087","-1.029043675"," 0.55411137"," 0.35550432"," 1.01116600","-0.897023733","-0.47515347"
"sub-281",3," 2.1111063"," 0.090357762"," 1.745803130"," 0.43394944"," 0.36307797","-0.01970984"," 0.89792083"," 0.94185457"," 0.270320055","-0.588159252"
"sub-281",4," 0.37693209","-0.37423621","-0.21683659"," 0.7220961","-0.97603819",NA," 0.58796854"," 1.18480111","-0.02151589",NA
"sub-283",1," 1.00754090","-1.59127361","-2.0508261168"," 0.92182234"," 1.11739957","-0.53256650","-0.16754018","-1.171803749"," 1.024229585"," 1.43302770"
"sub-283",2," 1.95345413","-0.85554385","-1.14828830"," 0.331696833"," 1.279408663"," 0.04319784","-0.27085761","-1.06886250"," 0.246000393"," 1.55444860"
"sub-283",3," 1.6381497"," 0.772069755","-2.974482548"," 0.39324920"," 1.16809121","-0.15684177"," 0.21990019","-1.19206007","-0.921343395"," 2.222967341"
"sub-283",4,"-0.41132893"," 0.61390581","-1.23115651"," 0.9038936"," 1.00833572","-0.47157653"," 1.14975706","-0.64082967","-0.33767150","-0.12198735"
"sub-285",1,"-0.25367673","-2.48726546"," 0.0963623085","-2.01777568","-2.68658936","-0.41720802","-0.36771770"," 1.737914855","-1.626613601","-0.22023037"
"sub-285",2," 0.37693209"," 0.41142014"," 0.90897601","-2.362854026","-2.511159147"," 0.34131155"," 0.51048046"," 3.95654065","-2.696678740","-0.42107454"
"sub-285",3,"-0.2536767"," 0.997773773"," 0.131214102","-1.65694478","-1.76332668"," 1.45427319","-0.13525348"," 1.90066863","-2.307564144"," 0.063471955"
"sub-285",4,"-0.41132893"," 1.40527635"," 0.35271034","-1.4425077","-0.25992208",NA,"-0.16108284"," 1.25726422","-1.23749900",NA
"sub-288",1," 1.87462803","-1.60122613","-0.5186787046"," 0.17357042","-0.96946077"," 0.34650509","-0.29022962","-0.660204296"," 1.243106546"," 0.55783486"
"sub-288",2," 1.87462803"," 0.41402705"," 0.30704613","-0.456690256","-1.314740868"," 0.13451511","-0.93596357","-0.70805437","-0.021515892"," 0.51402560"
"sub-288",3," 0.2981060"," 0.234612563"," 0.836349284"," 0.93267584","-0.63472607","-0.22505517","-0.00610669","-0.40874208"," 0.464877354"," 0.267520192"
"sub-288",4,"-0.64780724","-0.89653546","-0.21724692"," 1.3381915","-0.62335127","-0.33107888"," 0.32967496","-0.76081050"," 0.56215600"," 0.38814335"
